bc11	5	[004]	[004_001]	Loại 1	1_5_004	00:00:10:29	bc11_5_004_004_001.avi
vd6	5	[021]	[002]	Loại 1	6_5_021	00:00:03:05	vd6_5_021_002.avi
vd6	5	[021]	[003]	Loại 1	6_5_021	00:00:05:20	vd6_5_021_003.avi
vd6	5	[021]	[004]	Loại 1	6_5_021	00:00:06:14	vd6_5_021_004.avi
vd6	5	[022]	[001]	Loại 1	6_5_022	00:00:08:11	vd6_5_022_001.avi
vd6	5	[022]	[002]	Loại 1	6_5_022	00:00:12:13	vd6_5_022_002.avi
vd6	5	[022]	[003]	Loại 1	6_5_022	00:00:16:16	vd6_5_022_003.avi
vd6	5	[022]	[004]	Loại 1	6_5_022	00:00:25:24	vd6_5_022_004.avi
vd7	7	[1708]	[013]	Loại 1	7_7_1708	00:00:36:19	vd7_7_1708_013.avi
vd7	7	[1827]	[029]	Loại 1	7_7_1827	00:02:28:15	vd7_7_1827_029.avi
vd8	1	[037]	[001]	loại 1	8_1_037	00:00:01:17	vd8_1_037_001.avi
vk1	1	[125]	[002]	Loai 1	1_1_125	00:00:33:20	vk1_1_125_002.avi
vk2	1	[002]	[001]	Loại 1	2_1_002	00:00:25:10	vk2_1_002_001.avi
vk2	1	[007]	[001]	Loại 1	2_1_007	00:00:32:10	vk2_1_007_001.avi
vk2	1	[012]	[001]	Loại 1	2_1_012	00:00:00:07	vk2_1_012_001.avi
vk2	1	[012]	[002_20F]	Loại 1	2_1_012	00:00:03:10	vk2_1_012_002_20F.avi
vk2	1	[012]	[003]	Loại 1	2_1_012	00:00:07:20	vk2_1_012_003.avi
vk2	1	[012]	[004]	Loại 1	2_1_012	00:00:09:05	vk2_1_012_004.avi
vk2	1	[012]	[005]	Loại 1	2_1_012	00:00:01:20	vk2_1_012_005.avi
vk2	1	[015]	[001]		2_1_015	00:00:28:15	vk2_1_015_001.avi
vk2	1	[015]	[002]		2_1_015	00:00:33:00	vk2_1_015_002.avi
vk2	1	[015]	[003]		2_1_015	00:00:35:05	vk2_1_015_003.avi
vk2	1	[015]	[004]		2_1_015	00:00:37:00	vk2_1_015_004.avi
vk2	1	[015]	[005]		2_1_015	00:01:44:03	vk2_1_015_005.avi
vk2	1	[015]	[006]		2_1_015	00:00:27:02	vk2_1_015_006.avi
vk4	1	[072]	[002]	Loại 1	4_1_072	00:00:18:24	vk4_1_072_002.avi
vk4	1	[072]	[003]	Loại 1	4_1_072	00:00:26:23	vk4_1_072_003.avi
vk4	1	[080]	[001]	Loại 1	4_1_080	00:00:24:12	vk4_1_080_001.avi
vk4	1	[081]	[001]	Loại 1	4_1_081	00:02:00:18	vk4_1_081_001.avi
vk5	1	[099]	[001]	Loại 1	5_1_099	00:00:25:22	vk5_1_099_001.avi
vk5	1	[104]	[001]	Loại 1	5_1_104	00:00:00:16	vk5_1_104_001.avi
vk5	1	[108]	[001]	Loại 1	5_1_108	00:00:01:13	vk5_1_108_001.avi
vk5	1	[108]	[002]	Loại 1	5_1_108	00:00:08:23	vk5_1_108_002.avi
vk6	5	[030]	[001]		6_5_030	00:00:00:00	vk6_5_030_001.avi
vk6	5	[030]	[002]		6_5_030	00:00:08:08	vk6_5_030_002.avi
vk6	5	[030]	[003]		6_5_030	00:00:25:15	vk6_5_030_003.avi
vk6	5	[032]	[001]		6_5_032	00:00:02:17	vk6_5_032_001.avi
vk6	5	[032]	[002]		6_5_032	00:00:13:10	vk6_5_032_002.avi
vk6	5	[033]	[001]		6_5_033	00:00:00:00	vk6_5_033_001.avi
vk6	5	[033]	[002]		6_5_033	00:00:17:15	vk6_5_033_002.avi
vk6	5	[033]	[003]		6_5_033	00:00:27:18	vk6_5_033_003.avi
vk6	5	[034]	[001]		6_5_034	00:00:10:03	vk6_5_034_001.avi
vk6	5	[034]	[002]		6_5_034	00:00:17:07	vk6_5_034_002.avi
vk6	5	[034]	[003]		6_5_034	00:00:38:01	vk6_5_034_003.avi
vk6	5	[034]	[004]		6_5_034	00:00:50:18	vk6_5_034_004.avi
vk6	5	[035]	[001]		6_5_035	00:00:13:02	vk6_5_035_001.avi
vk7	1	[197]	[002]	Loại 5	7_1_197	00:00:43:01	vk7_1_197_002.avi
vk7	2	[14]	[001]		7_2_14	00:00:41:18	vk7_2_14_001.avi
vk7	2	[18]	[001]	Loại 4	7_2_18	00:00:00:00	vk7_2_18_001.avi
vk7	2	[18]	[002]	Loại 4	7_2_18	00:00:03:21	vk7_2_18_002.avi
vk7	2	[18]	[004]	Loại 4	7_2_18	00:00:09:01	vk7_2_18_004.avi
vk7	2	[18]	[005]	Loại 4	7_2_18	00:00:10:06	vk7_2_18_005.avi
vk7	2	[18]	[006]	Loại 4	7_2_18	00:00:11:06	vk7_2_18_006.avi
vk8	1	[026]	[002]	loại 1	8_1_026	00:00:12:24	vk8_1_026_002.avi
vk8	1	[031]	[001]	loại 2	8_1_031	00:00:11:10	vk8_1_031_001.avi
vk8	1	[032]	[002]	loại 2	8_1_032	00:00:28:03	vk8_1_032_002.avi
vk8	1	[038]	[001]	loại 1	8_1_038	00:00:03:05	vk8_1_038_001.avi
vk8	1	[039]	[001]	loại 1	8_1_039	00:00:02:03	vk8_1_039_001.avi
vk8	1	[039]	[002]	loại 1	8_1_039	00:00:08:03	vk8_1_039_002.avi
vk8	1	[043]	[002]	loại 1	8_1_043	00:00:37:15	vk8_1_043_002.avi
vk8	1	[043]	[003]	loại 1	8_1_043	00:00:49:08	vk8_1_043_003.avi
vk8	1	[043]	[004]	loại 1	8_1_043	00:01:20:08	vk8_1_043_004.avi
vk8	4	[008]	[001]	loai 1	8_4_008	00:00:00:13	vk8_4_008_001.avi
vk8	4	[008]	[002]		8_4_008	00:00:03:12	vk8_4_008_002.avi
vk8	4	[010]	[001]	loai 1	8_4_010	00:00:01:15	vk8_4_010_001.avi
vk8	4	[010]	[002]	loai 1	8_4_010	00:00:04:08	vk8_4_010_002.avi
vk8	4	[010]	[003]	loa1	8_4_010	00:00:09:02	vk8_4_010_003.avi
vk8	4	[011]	[001]		8_4_011	00:00:00:06	vk8_4_011_001.avi
vk8	4	[011]	[002]		8_4_011	00:00:05:21	vk8_4_011_002.avi
vk8	4	[011]	[003]		8_4_011	00:00:10:01	vk8_4_011_003.avi
vk8	4	[011]	[004]		8_4_011	00:00:15:09	vk8_4_011_004.avi
vk8	4	[012]	[001]		8_4_012	00:00:00:06	vk8_4_012_001.avi
vk8	4	[013]	[001]		8_4_013	00:00:00:06	vk8_4_013_001.avi
vk8	4	[013]	[002]		8_4_013	00:00:02:00	vk8_4_013_002.avi
vk8	4	[013]	[003]		8_4_013	00:00:05:09	vk8_4_013_003.avi
vk8	4	[014]	[001]		8_4_014	00:00:07:15	vk8_4_014_001.avi
vk8	4	[014]	[002]		8_4_014	00:00:09:08	vk8_4_014_002.avi
vk8	4	[014]	[003]		8_4_014	00:00:13:06	vk8_4_014_003.avi
vk9	1	[157]	[001]	Loại 1	9_1_157	00:00:40:14	vk9_1_157_001.avi
vk9	1	[157]	[002]	Loại 1	9_1_157	00:00:45:14	vk9_1_157_002.avi
vk9	1	[168]	[002]		9_1_168	00:00:21:00	vk9_1_168_002.avi
vk9	1	[168]	[003]		9_1_168	00:00:29:05	vk9_1_168_003.avi
vk9	4	[10]	[001]	Loại 1	9_4_10	00:00:01:10	vk9_4_10_001.avi
vk9	4	[10]	[002]	Loại 1	9_4_10	00:00:02:14	vk9_4_10_002.avi
vk9	4	[10]	[003]	Loại 1	9_4_10	00:00:03:10	vk9_4_10_003.avi
vk9	4	[10]	[004]	Loại 1	9_4_10	00:00:04:10	vk9_4_10_004.avi
vk9	4	[10]	[005]	Loại 1	9_4_10	00:00:06:18	vk9_4_10_005.avi
vk9	4	[10]	[006]	Loại 1	9_4_10	00:00:07:13	vk9_4_10_006.avi
vk9	4	[11]	[001]	Loại 1	9_4_11	00:00:02:05	vk9_4_11_001.avi
vk9	4	[11]	[002]	Loại 1	9_4_11	00:00:04:05	vk9_4_11_002.avi
vk9	4	[11]	[003]	Loại 1	9_4_11	00:00:05:18	vk9_4_11_003.avi
vk9	4	[11]	[004]	Loại 1	9_4_11	00:00:09:09	vk9_4_11_004.avi
vk9	4	[11]	[005]	Loại 1	9_4_11	00:00:10:09	vk9_4_11_005.avi
vk9	4	[11]	[006]	Loại 1	9_4_11	00:00:11:12	vk9_4_11_006.avi
vk9	4	[11]	[007]	Loại 1	9_4_11	00:00:13:19	vk9_4_11_007.avi
vk9	4	[11]	[008]	Loại 1	9_4_11	00:00:14:18	vk9_4_11_008.avi
vk9	4	[11]	[009]	Loại 1	9_4_11	00:00:17:22	vk9_4_11_009.avi
vk9	4	[11]	[010]	Loại 1	9_4_11	00:00:19:03	vk9_4_11_010.avi
vk9	4	[11]	[011]	Loại 1	9_4_11	00:00:20:02	vk9_4_11_011.avi
vk9	4	[12]	[001]	Loại 1	9_4_12	00:00:02:14	vk9_4_12_001.avi
vk9	4	[12]	[002]	Loại 1	9_4_12	00:00:03:24	vk9_4_12_002.avi
vk9	4	[12]	[003]	Loại 1	9_4_12	00:00:05:17	vk9_4_12_003.avi
vk9	4	[12]	[004]	Loại 1	9_4_12	00:00:07:06	vk9_4_12_004.avi
vk9	4	[12]	[005]	Loại 1	9_4_12	00:00:08:20	vk9_4_12_005.avi
vk9	4	[12]	[006]	Loại 1	9_4_12	00:00:12:07	vk9_4_12_006.avi
vk9	4	[12]	[007]	Loại 1	9_4_12	00:00:14:04	vk9_4_12_007.avi
vk9	4	[13]	[001]	Loại 1	9_4_13	00:00:00:00	vk9_4_13_001.avi
vk9	4	[13]	[002_15F]	Loại 1	9_4_13	00:00:04:10	vk9_4_13_002_15F.avi
vk9	4	[13]	[003]	Loại 1	9_4_13	00:00:06:00	vk9_4_13_003.avi
vk9	4	[13]	[004]	Loại 1	9_4_13	00:00:07:16	vk9_4_13_004.avi
vk9	4	[13]	[005]	Loại 1	9_4_13	00:00:09:23	vk9_4_13_005.avi
vk9	4	[13]	[006]	Loại 1	9_4_13	00:00:11:08	vk9_4_13_006.avi
vk9	4	[13]	[007]	Loại 1	9_4_13	00:00:12:21	vk9_4_13_007.avi
vk9	4	[13]	[008]	Loại 1	9_4_13	00:00:13:18	vk9_4_13_008.avi
vk9	4	[13]	[009]	Loại 1	9_4_13	00:00:14:16	vk9_4_13_009.avi
vk9	4	[13]	[010]	Loại 1	9_4_13	00:00:17:09	vk9_4_13_010.avi
vk9	4	[13]	[011]	Loại 1	9_4_13	00:00:18:20	vk9_4_13_011.avi
vk9	4	[14]	[001]	Loại 1	9_4_14	00:00:03:10	vk9_4_14_001.avi
vk9	4	[15]	[001]	Loại 1	9_4_15	00:00:01:09	vk9_4_15_001.avi
vk9	4	[15]	[002]	Loại 1	9_4_15	00:00:05:09	vk9_4_15_002.avi
vk9	4	[15]	[003]	Loại 1	9_4_15	00:00:06:13	vk9_4_15_003.avi
vk9	4	[15]	[004]	Loại 1	9_4_15	00:00:09:00	vk9_4_15_004.avi
vk9	4	[15]	[005]	Loại 1	9_4_15	00:00:11:05	vk9_4_15_005.avi
vk9	4	[15]	[006]	Loại 1	9_4_15	00:00:12:17	vk9_4_15_006.avi
vk9	4	[16]	[001]	Loại 1	9_4_16	00:00:00:00	vk9_4_16_001.avi
vk9	4	[17]	[001]	Loại 1	9_4_17	00:00:01:17	vk9_4_17_001.avi
vk9	4	[17]	[002]	Loại 1	9_4_17	00:00:03:05	vk9_4_17_002.avi
vk9	4	[17]	[003]	Loại 1	9_4_17	00:00:04:13	vk9_4_17_003.avi
vk9	4	[17]	[004]	Loại 1	9_4_17	00:00:05:21	vk9_4_17_004.avi
vk9	4	[17]	[005]	Loại 1	9_4_17	00:00:07:06	vk9_4_17_005.avi
vk9	4	[17]	[006]	Loại 1	9_4_17	00:00:08:19	vk9_4_17_006.avi
vk9	4	[17]	[007]	Loại 1	9_4_17	00:00:21:23	vk9_4_17_007.avi
vk9	4	[17]	[008]	Loại 1	9_4_17	00:00:23:01	vk9_4_17_008.avi
vk9	4	[17]	[009]	Loại 1	9_4_17	00:00:24:01	vk9_4_17_009.avi
vk9	4	[17]	[010]	Loại 1	9_4_17	00:00:25:03	vk9_4_17_010.avi
vk9	4	[19]	[001]	Loại 1	9_4_19	00:00:01:24	vk9_4_19_001.avi
vk9	4	[19]	[002]	Loại 1	9_4_19	00:00:02:24	vk9_4_19_002.avi
vk9	4	[19]	[003]	Loại 1	9_4_19	00:00:04:00	vk9_4_19_003.avi
vk9	4	[19]	[004]	Loại 1	9_4_19	00:00:04:23	vk9_4_19_004.avi
vk9	4	[19]	[005]	Loại 1	9_4_19	00:00:06:06	vk9_4_19_005.avi
vk9	4	[19]	[006]	Loại 1	9_4_19	00:00:07:02	vk9_4_19_006.avi
vk9	4	[19]	[007]	Loại 1	9_4_19	00:00:07:22	vk9_4_19_007.avi
vk9	4	[1]	[001]	Loại 1	9_4_1	00:00:00:00	vk9_4_1_001.avi
vk9	4	[1]	[002]	Loại 1	9_4_1	00:00:01:05	vk9_4_1_002.avi
vk9	4	[1]	[003]	Loại 1	9_4_1	00:00:03:19	vk9_4_1_003.avi
vk9	4	[2]	[001]	Loại 1	9_4_2	00:00:01:01	vk9_4_2_001.avi
vk9	4	[4]	[001]	Loại 1	9_4_4	00:00:01:08	vk9_4_4_001.avi
vk9	4	[4]	[002]	Loại 1	9_4_4	00:00:02:11	vk9_4_4_002.avi
vk9	4	[4]	[003]	Loại 1	9_4_4	00:00:03:18	vk9_4_4_003.avi
vk9	4	[4]	[004]	Loại 1	9_4_4	00:00:04:21	vk9_4_4_004.avi
vk9	4	[5]	[001]	Loại 1	9_4_5	00:00:00:08	vk9_4_5_001.avi
vk9	4	[5]	[002]	Loại 1	9_4_5	00:00:01:05	vk9_4_5_002.avi
vk9	4	[5]	[003]	Loại 1	9_4_5	00:00:02:02	vk9_4_5_003.avi
vk9	4	[5]	[004]	Loại 1	9_4_5	00:00:03:05	vk9_4_5_004.avi
vk9	4	[5]	[005_15F]	Loại 1	9_4_5	00:00:04:06	vk9_4_5_005_15F.avi
vk9	4	[5]	[006]	Loại 1	9_4_5	00:00:05:20	vk9_4_5_006.avi
vk9	4	[5]	[007]	Loại 1	9_4_5	00:00:06:19	vk9_4_5_007.avi
vk9	4	[5]	[008]	Loại 1	9_4_5	00:00:07:19	vk9_4_5_008.avi
vk9	4	[6]	[001]	Loại 1	9_4_6	00:00:00:10	vk9_4_6_001.avi
vk9	4	[6]	[002]	Loại 1	9_4_6	00:00:01:12	vk9_4_6_002.avi
vk9	4	[7]	[001]	Loại 1	9_4_7	00:00:00:10	vk9_4_7_001.avi
vk9	4	[7]	[002]	Loại 1	9_4_7	00:00:01:10	vk9_4_7_002.avi
vk9	4	[7]	[003]	Loại 1	9_4_7	00:00:02:10	vk9_4_7_003.avi
vk9	4	[7]	[004_15F]	Loại 1	9_4_7	00:00:06:08	vk9_4_7_004_15F.avi
vk9	4	[7]	[005_15F]	Loại 1	9_4_7	00:00:07:09	vk9_4_7_005_15F.avi
vk9	4	[7]	[006_15F]	Loại 1	9_4_7	00:00:10:04	vk9_4_7_006_15F.avi
vk9	4	[7]	[007_15F]	Loại 1	9_4_7	00:00:11:03	vk9_4_7_007_15F.avi
vk9	4	[7]	[008]	Loại 1	9_4_7	00:00:12:02	vk9_4_7_008.avi
vk9	4	[7]	[009]	Loại 1	9_4_7	00:00:13:00	vk9_4_7_009.avi
vk9	4	[8]	[001]	Loại 1	9_4_8	00:00:00:05	vk9_4_8_001.avi
vk9	4	[8]	[002]	Loại 1	9_4_8	00:00:01:18	vk9_4_8_002.avi
vk9	4	[9]	[001]	Loại 1	9_4_9	00:00:00:16	vk9_4_9_001.avi
vk9	5	[18]	[001]	Loại 1	9_5_18	00:00:00:14	vk9_5_18_001.avi
vk9	5	[18]	[002]	Loại 1	9_5_18	00:00:02:03	vk9_5_18_002.avi
vk9	5	[18]	[003]	Loại 1	9_5_18	00:00:09:19	vk9_5_18_003.avi
vk9	5	[18]	[004]	Loại 1	9_5_18	00:00:11:09	vk9_5_18_004.avi
vk9	5	[18]	[005]	Loại 1	9_5_18	00:00:13:04	vk9_5_18_005.avi
vk9	5	[18]	[006]	Loại 1	9_5_18	00:00:18:07	vk9_5_18_006.avi
vk9	5	[18]	[007]	Loại 1	9_5_18	00:00:18:28	vk9_5_18_007.avi
vk9	5	[18]	[008]	Loại 1	9_5_18	00:00:21:19	vk9_5_18_008.avi
vk9	5	[20]	[001]	Loại 1	9_5_20	00:00:00:17	vk9_5_20_001.avi
vk9	5	[20]	[002]	Loại 1	9_5_20	00:00:01:25	vk9_5_20_002.avi
vk9	5	[20]	[003]	Loại 1	9_5_20	00:00:03:01	vk9_5_20_003.avi
vk9	5	[20]	[004]	Loại 1	9_5_20	00:00:04:03	vk9_5_20_004.avi
vk9	5	[20]	[006]	Loại 1	9_5_20	00:00:08:05	vk9_5_20_006.avi
vk9	5	[20]	[007]	Loại 1	9_5_20	00:00:09:01	vk9_5_20_007.avi
vk9	5	[20]	[008]	Loại 1	9_5_20	00:00:11:01	vk9_5_20_008.avi
vk9	5	[20]	[009]	Loại 1	9_5_20	00:00:12:04	vk9_5_20_009.avi
vk9	5	[20]	[010]	Loại 1	9_5_20	00:00:13:20	vk9_5_20_010.avi
vk9	5	[20]	[011]	Loại 1	9_5_20	00:00:14:17	vk9_5_20_011.avi
vk9	5	[20]	[012]	Loại 1	9_5_20	00:00:19:10	vk9_5_20_012.avi
vk9	5	[20]	[013]	Loại 1	9_5_20	00:00:20:10	vk9_5_20_013.avi
vk9	5	[20]	[014]	Loại 1	9_5_20	00:00:27:00	vk9_5_20_014.avi
vk9	5	[20]	[015]	Loại 1	9_5_20	00:00:27:26	vk9_5_20_015.avi
vk9	5	[20]	[016]	Loại 1	9_5_20	00:00:32:25	vk9_5_20_016.avi
vk9	5	[20]	[017]	Loại 1	9_5_20	00:00:33:26	vk9_5_20_017.avi
vk9	5	[20]	[018]	Loại 1	9_5_20	00:00:36:21	vk9_5_20_018.avi
vk9	5	[20]	[020]	Loại 1	9_5_20	00:00:39:16	vk9_5_20_020.avi
xd11	4	[005]	[005_001]	Loại 1	1_4_005	00:00:14:06	xd11_4_005_005_001.avi
xd16	5	[004]	[004_002]	Loại 1	6_5_004	00:00:03:28	xd16_5_004_004_002.avi
xd1	1	[123]	[002]	Loai 1	1_1_123	00:00:45:22	xd1_1_123_002.avi
xd1	1	[126]	[001]	Loai 1	1_1_126	00:00:18:18	xd1_1_126_001.avi
xd1	1	[128]	[001]	Loai 1	1_1_128	00:00:05:14	xd1_1_128_001.avi
xd1	4	[002]	[001]	Loai 1	1_4_002	00:00:50:05	xd1_4_002_001.avi
xd1	4	[015]	[001]		1_4_015	00:00:27:23	xd1_4_015_001.avi
xd1	5	[51]	[001]	Loại 1	1_5_51	00:00:05:05	xd1_5_51_001.avi
xd1	5	[52]	[001]	Loại 1	1_5_52	00:00:02:12	xd1_5_52_001.avi
xd1	5	[56]	[001]	Loại 1	1_5_56	00:00:01:26	xd1_5_56_001.avi
xd1	5	[57]	[001]	Loại 1	1_5_57	00:00:02:27	xd1_5_57_001.avi
xd1	5	[59]	[001]		1_5_59	00:00:12:01	xd1_5_59_001.avi
xd1	5	[59]	[002]		1_5_59	00:00:15:03	xd1_5_59_002.avi
xd1	5	[60]	[001]		1_5_60	00:00:16:16	xd1_5_60_001.avi
xd1	7	[1528]	[001]	Loai 1	1_7_1528	00:00:02:02	xd1_7_1528_001.avi
xd1	7	[1528]	[002]	Loai 1	1_7_1528	00:00:06:21	xd1_7_1528_002.avi
xd1	7	[1528]	[003]	Loai 1	1_7_1528	00:00:09:20	xd1_7_1528_003.avi
xd1	7	[1528]	[004]	Loai 1	1_7_1528	00:00:12:26	xd1_7_1528_004.avi
xd1	7	[1528]	[006]	Loai 1	1_7_1528	00:00:18:08	xd1_7_1528_006.avi
xd1	7	[1528]	[007]	Loai 1	1_7_1528	00:00:22:02	xd1_7_1528_007.avi
xd1	7	[1528]	[009]	Loai 1	1_7_1528	00:00:28:01	xd1_7_1528_009.avi
xd1	7	[1528]	[010]	Loai 1	1_7_1528	00:00:31:02	xd1_7_1528_010.avi
xd1	7	[1528]	[011]	Loai 1	1_7_1528	00:00:34:28	xd1_7_1528_011.avi
xd1	7	[1528]	[012]	Loai 1	1_7_1528	00:00:38:18	xd1_7_1528_012.avi
xd1	7	[1528]	[013]	Loai 1	1_7_1528	00:00:41:18	xd1_7_1528_013.avi
xd1	7	[1528]	[014]	Loai 1	1_7_1528	00:00:44:10	xd1_7_1528_014.avi
xd1	7	[1528]	[015]	Loai 1	1_7_1528	00:00:47:08	xd1_7_1528_015.avi
xd1	7	[1528]	[016]	Loai 1	1_7_1528	00:00:50:25	xd1_7_1528_016.avi
xd1	7	[1530]	[001]	Loai 1	1_7_1530	00:00:03:01	xd1_7_1530_001.avi
xd1	7	[1530]	[002]	Loai 1	1_7_1530	00:00:05:09	xd1_7_1530_002.avi
xd1	7	[1530]	[003]	Loai 1	1_7_1530	00:00:07:22	xd1_7_1530_003.avi
xd1	7	[1530]	[004]	Loai 1	1_7_1530	00:00:10:12	xd1_7_1530_004.avi
xd1	7	[1530]	[005]	Loai 1	1_7_1530	00:00:14:04	xd1_7_1530_005.avi
xd1	7	[1530]	[006]	Loai 1	1_7_1530	00:00:16:10	xd1_7_1530_006.avi
xd1	7	[1530]	[007]	Loai 1	1_7_1530	00:00:18:26	xd1_7_1530_007.avi
xd1	7	[1530]	[008]	Loai 1	1_7_1530	00:00:21:21	xd1_7_1530_008.avi
xd1	7	[1530]	[009]	Loai 1	1_7_1530	00:00:24:25	xd1_7_1530_009.avi
xd1	7	[1530]	[010]	Loai 1	1_7_1530	00:00:27:12	xd1_7_1530_010.avi
xd1	7	[1530]	[011]	Loai 1	1_7_1530	00:00:30:23	xd1_7_1530_011.avi
xd1	7	[1530]	[012]	Loai 1	1_7_1530	00:00:33:12	xd1_7_1530_012.avi
xd1	7	[1530]	[013]	Loai 1	1_7_1530	00:00:37:04	xd1_7_1530_013.avi
xd1	7	[1530]	[014]	Loai 1	1_7_1530	00:00:41:03	xd1_7_1530_014.avi
xd1	7	[1530]	[015]	Loai 1	1_7_1530	00:00:43:25	xd1_7_1530_015.avi
xd1	7	[1531]	[001]	Loai 1	1_7_1531	00:00:03:19	xd1_7_1531_001.avi
xd1	7	[1531]	[002]	Loai 1	1_7_1531	00:00:07:03	xd1_7_1531_002.avi
xd1	7	[1531]	[003]	Loai 1	1_7_1531	00:00:07:11	xd1_7_1531_003.avi
xd1	7	[1531]	[004]	Loai 1	1_7_1531	00:00:10:28	xd1_7_1531_004.avi
xd1	7	[1531]	[005]	Loai 1	1_7_1531	00:00:14:28	xd1_7_1531_005.avi
xd1	7	[1531]	[006]	Loai 1	1_7_1531	00:00:18:25	xd1_7_1531_006.avi
xd1	7	[1531]	[007]	Loai 1	1_7_1531	00:00:21:22	xd1_7_1531_007.avi
xd1	7	[1531]	[008]	Loai 1	1_7_1531	00:00:24:06	xd1_7_1531_008.avi
xd1	7	[1531]	[009]	Loai 1	1_7_1531	00:00:27:13	xd1_7_1531_009.avi
xd1	7	[1531]	[011]	Loai 1	1_7_1531	00:00:33:25	xd1_7_1531_011.avi
xd1	7	[1531]	[012]	Loai 1	1_7_1531	00:00:36:26	xd1_7_1531_012.avi
xd1	7	[1531]	[013]	Loai 1	1_7_1531	00:00:39:17	xd1_7_1531_013.avi
xd1	7	[1531]	[014]	Loai 1	1_7_1531	00:00:41:26	xd1_7_1531_014.avi
xd1	7	[1531]	[015]	Loai 1	1_7_1531	00:00:44:01	xd1_7_1531_015.avi
xd1	7	[1531]	[016]	Loai 1	1_7_1531	00:00:45:28	xd1_7_1531_016.avi
xd1	7	[1531]	[017]	Loai 1	1_7_1531	00:00:48:08	xd1_7_1531_017.avi
xd1	7	[1531]	[018]	Loai 1	1_7_1531	00:00:52:15	xd1_7_1531_018.avi
xd1	7	[1531]	[019]	Loai 1	1_7_1531	00:00:55:10	xd1_7_1531_019.avi
xd1	7	[1531]	[020]	Loai 1	1_7_1531	00:00:58:15	xd1_7_1531_020.avi
xd1	7	[1531]	[021]	Loai 1	1_7_1531	00:01:00:21	xd1_7_1531_021.avi
xd1	7	[1531]	[022]	Loai 1	1_7_1531	00:01:04:08	xd1_7_1531_022.avi
xd1	7	[1531]	[023]	Loai 1	1_7_1531	00:01:07:05	xd1_7_1531_023.avi
xd1	7	[1531]	[024]	Loai 1	1_7_1531	00:01:10:03	xd1_7_1531_024.avi
xd1	7	[1531]	[025]	Loai 1	1_7_1531	00:01:13:02	xd1_7_1531_025.avi
xd1	7	[1531]	[026]	Loai 1	1_7_1531	00:01:15:10	xd1_7_1531_026.avi
xd1	7	[1531]	[027]	Loai 1	1_7_1531	00:01:18:24	xd1_7_1531_027.avi
xd1	7	[1531]	[028]	Loai 1	1_7_1531	00:01:24:18	xd1_7_1531_028.avi
xd1	7	[1531]	[029]	Loai 1	1_7_1531	00:01:27:05	xd1_7_1531_029.avi
xd1	7	[1531]	[030]	Loai 1	1_7_1531	00:01:30:02	xd1_7_1531_030.avi
xd1	7	[1532]	[001]	Loai 1	1_7_1532	00:00:01:14	xd1_7_1532_001.avi
xd1	7	[1532]	[002]	Loai 1	1_7_1532	00:00:04:13	xd1_7_1532_002.avi
xd1	7	[1532]	[003]	Loai 1	1_7_1532	00:00:06:27	xd1_7_1532_003.avi
xd1	7	[1532]	[004]	Loai 1	1_7_1532	00:00:10:09	xd1_7_1532_004.avi
xd1	7	[1532]	[005]	Loai 1	1_7_1532	00:00:13:21	xd1_7_1532_005.avi
xd1	7	[1532]	[006]	Loai 1	1_7_1532	00:00:16:26	xd1_7_1532_006.avi
xd1	7	[1532]	[007]	Loai 1	1_7_1532	00:00:20:12	xd1_7_1532_007.avi
xd1	7	[1532]	[008]	Loai 1	1_7_1532	00:00:23:10	xd1_7_1532_008.avi
xd1	7	[1532]	[009]	Loai 1	1_7_1532	00:00:26:08	xd1_7_1532_009.avi
xd1	7	[1532]	[010]	Loai 1	1_7_1532	00:00:30:02	xd1_7_1532_010.avi
xd1	7	[1532]	[011]	Loai 1	1_7_1532	00:00:36:17	xd1_7_1532_011.avi
xd1	7	[1532]	[012]	Loai 1	1_7_1532	00:00:39:18	xd1_7_1532_012.avi
xd1	7	[1532]	[013]	Loai 1	1_7_1532	00:00:44:17	xd1_7_1532_013.avi
xd1	7	[1532]	[014]	Loai 1	1_7_1532	00:00:47:01	xd1_7_1532_014.avi
xd1	7	[1532]	[015]	Loai 1	1_7_1532	00:00:52:14	xd1_7_1532_015.avi
xd1	7	[1532]	[016]	Loai 1	1_7_1532	00:00:54:18	xd1_7_1532_016.avi
xd1	7	[1532]	[017]	Loai 1	1_7_1532	00:00:57:10	xd1_7_1532_017.avi
xd1	7	[1532]	[019]	Loai 1	1_7_1532	00:01:06:03	xd1_7_1532_019.avi
xd1	7	[1532]	[020]	Loai 1	1_7_1532	00:01:09:20	xd1_7_1532_020.avi
xd1	7	[1532]	[021]	Loai 1	1_7_1532	00:01:12:21	xd1_7_1532_021.avi
xd1	7	[1532]	[022]	Loai 1	1_7_1532	00:01:16:03	xd1_7_1532_022.avi
xd1	7	[1532]	[023]	Loai 1	1_7_1532	00:01:19:09	xd1_7_1532_023.avi
xd1	7	[1532]	[024]	Loai 1	1_7_1532	00:01:22:04	xd1_7_1532_024.avi
xd1	7	[1532]	[025]	Loai 1	1_7_1532	00:01:24:24	xd1_7_1532_025.avi
xd1	7	[1532]	[026]	Loai 1	1_7_1532	00:01:28:04	xd1_7_1532_026.avi
xd1	7	[1532]	[027]	Loai 1	1_7_1532	00:01:29:23	xd1_7_1532_027.avi
